datetime,chp_gas_in,chp_el_out,chp_heat_out,chp_status,heat_demand,electricity_price,gas_price
2026-04-01 00:00:00,7.445,2.77,3.41,1.0,3.41,88.513,33.577
2026-04-01 01:00:00,7.664,2.851,3.51,1.0,3.51,83.846,33.577
2026-04-01 02:00:00,7.904,2.94,3.62,1.0,3.62,82.212,33.577
2026-04-01 03:00:00,8.341,3.103,3.82,1.0,3.82,81.092,33.577
2026-04-01 04:00:00,9.301,3.46,4.26,1.0,4.26,82.633,33.577
2026-04-01 05:00:00,10.306,3.834,4.72,1.0,4.72,90.672,33.577
2026-04-01 06:00:00,10.611,3.947,4.86,1.0,4.86,115.888,33.494
2026-04-01 07:00:00,10.895,4.053,4.99,1.0,4.99,136.232,33.494
2026-04-01 08:00:00,10.546,3.923,4.83,1.0,4.83,97.98,33.494
2026-04-01 09:00:00,9.934,3.696,4.55,1.0,4.55,80.22,33.494
2026-04-01 10:00:00,9.541,3.549,4.37,1.0,4.37,66.34,33.494
2026-04-01 11:00:00,9.41,3.501,4.31,1.0,4.31,57.879,33.494
2026-04-01 12:00:00,9.323,3.468,4.27,1.0,4.27,50.097,33.494
2026-04-01 13:00:00,9.476,3.525,4.34,1.0,4.34,45.316,33.494
2026-04-01 14:00:00,9.432,3.509,4.32,1.0,4.32,46.424,33.494
2026-04-01 15:00:00,9.607,3.574,4.4,1.0,4.4,51.546,33.494
2026-04-01 16:00:00,9.803,3.647,4.49,1.0,4.49,60.901,33.494
2026-04-01 17:00:00,10.109,3.761,4.63,1.0,4.63,76.566,33.494
2026-04-01 18:00:00,10.524,3.915,4.82,1.0,4.82,94.27,33.494
2026-04-01 19:00:00,10.83,4.029,4.96,1.0,4.96,118.265,33.494
2026-04-01 20:00:00,10.983,4.086,5.03,1.0,5.03,143.138,33.494
2026-04-01 21:00:00,10.786,4.012,4.94,1.0,4.94,117.756,33.494
2026-04-01 22:00:00,9.803,3.647,4.49,1.0,4.49,104.623,33.494
2026-04-01 23:00:00,7.926,2.948,3.63,1.0,3.63,93.472,33.494
2026-04-02 00:00:00,7.62,2.835,3.49,1.0,3.49,88.463,33.494
2026-04-02 01:00:00,7.751,2.883,3.55,1.0,3.55,83.796,33.494
2026-04-02 02:00:00,7.969,2.965,3.65,1.0,3.65,82.162,33.494
2026-04-02 03:00:00,8.428,3.135,3.86,1.0,3.86,81.043,33.494
2026-04-02 04:00:00,9.345,3.476,4.28,1.0,4.28,82.584,33.494
2026-04-02 05:00:00,10.328,3.842,4.73,1.0,4.73,90.622,33.494
2026-04-02 06:00:00,10.611,3.947,4.86,1.0,4.86,115.839,33.437
2026-04-02 07:00:00,10.721,3.988,4.91,1.0,4.91,136.183,33.437
2026-04-02 08:00:00,10.306,3.834,4.72,1.0,4.72,97.931,33.437
2026-04-02 09:00:00,9.694,3.606,4.44,1.0,4.44,80.171,33.437
2026-04-02 10:00:00,9.039,3.363,4.14,1.0,4.14,66.291,33.437
2026-04-02 11:00:00,8.668,3.225,3.97,1.0,3.97,57.83,33.437
2026-04-02 12:00:00,8.603,3.2,3.94,1.0,3.94,50.048,33.437
2026-04-02 13:00:00,8.69,3.233,3.98,1.0,3.98,45.267,33.437
2026-04-02 14:00:00,8.493,3.16,3.89,1.0,3.89,46.375,33.437
2026-04-02 15:00:00,8.712,3.241,3.99,1.0,3.99,51.497,33.437
2026-04-02 16:00:00,8.952,3.33,4.1,1.0,4.1,60.852,33.437
2026-04-02 17:00:00,9.301,3.46,4.26,1.0,4.26,76.518,33.437
2026-04-02 18:00:00,9.825,3.655,4.5,1.0,4.5,94.221,33.437
2026-04-02 19:00:00,10.175,3.785,4.66,1.0,4.66,118.217,33.437
2026-04-02 20:00:00,10.284,3.826,4.71,1.0,4.71,143.09,33.437
2026-04-02 21:00:00,10.153,3.777,4.65,1.0,4.65,117.708,33.437
2026-04-02 22:00:00,9.367,3.484,4.29,1.0,4.29,104.575,33.437
2026-04-02 23:00:00,7.62,2.835,3.49,1.0,3.49,93.425,33.437
2026-04-03 00:00:00,7.336,2.729,3.36,1.0,3.36,73.156,33.437
2026-04-03 01:00:00,7.62,2.835,3.49,1.0,3.49,66.524,33.437
2026-04-03 02:00:00,7.817,2.908,3.58,1.0,3.58,64.617,33.437
2026-04-03 03:00:00,8.253,3.07,3.78,1.0,3.78,62.259,33.437
2026-04-03 04:00:00,9.105,3.387,4.17,1.0,4.17,62.297,33.437
2026-04-03 05:00:00,9.978,3.712,4.57,1.0,4.57,64.124,33.437
2026-04-03 06:00:00,10.131,3.769,4.64,1.0,4.64,65.312,33.131
2026-04-03 07:00:00,10.131,3.769,4.64,1.0,4.64,67.488,33.131
2026-04-03 08:00:00,9.803,3.647,4.49,1.0,4.49,49.666,33.131
2026-04-03 09:00:00,9.651,3.59,4.42,1.0,4.42,42.051,33.131
2026-04-03 10:00:00,9.148,3.403,4.19,1.0,4.19,31.797,33.131
2026-04-03 11:00:00,9.192,3.419,4.21,1.0,4.21,24.812,33.131
2026-04-03 12:00:00,8.996,3.346,4.12,1.0,4.12,19.043,33.131
2026-04-03 13:00:00,8.908,3.314,4.08,1.0,4.08,13.149,33.131
2026-04-03 14:00:00,8.865,3.298,4.06,1.0,4.06,13.564,33.131
2026-04-03 15:00:00,8.712,3.241,3.99,1.0,3.99,22.133,33.131
2026-04-03 16:00:00,8.996,3.346,4.12,1.0,4.12,39.319,33.131
2026-04-03 17:00:00,9.41,3.501,4.31,1.0,4.31,62.608,33.131
2026-04-03 18:00:00,9.738,3.623,4.46,1.0,4.46,81.189,33.131
2026-04-03 19:00:00,10.306,3.834,4.72,1.0,4.72,89.277,33.131
2026-04-03 20:00:00,10.786,4.012,4.94,1.0,4.94,109.547,33.131
2026-04-03 21:00:00,10.502,3.907,4.81,1.0,4.81,98.781,33.131
2026-04-03 22:00:00,9.432,3.509,4.32,1.0,4.32,91.894,33.131
2026-04-03 23:00:00,7.751,2.883,3.55,1.0,3.55,83.812,33.131
2026-04-04 00:00:00,7.642,2.843,3.5,1.0,3.5,83.456,33.131
2026-04-04 01:00:00,7.817,2.908,3.58,1.0,3.58,77.342,33.131
2026-04-04 02:00:00,8.122,3.021,3.72,1.0,3.72,75.085,33.131
2026-04-04 03:00:00,8.341,3.103,3.82,1.0,3.82,73.325,33.131
2026-04-04 04:00:00,9.258,3.444,4.24,1.0,4.24,73.571,33.131
2026-04-04 05:00:00,10.109,3.761,4.63,1.0,4.63,75.565,33.131
2026-04-04 06:00:00,10.066,3.744,4.61,1.0,4.61,79.369,33.076
2026-04-04 07:00:00,10.044,3.736,4.6,1.0,4.6,83.917,33.076
2026-04-04 08:00:00,9.803,3.647,4.49,1.0,4.49,83.096,33.076
2026-04-04 09:00:00,9.585,3.566,4.39,1.0,4.39,75.638,33.076
2026-04-04 10:00:00,9.389,3.493,4.3,1.0,4.3,62.386,33.076
2026-04-04 11:00:00,9.192,3.419,4.21,1.0,4.21,49.574,33.076
2026-04-04 12:00:00,9.061,3.371,4.15,1.0,4.15,41.689,33.076
2026-04-04 13:00:00,9.127,3.395,4.18,1.0,4.18,32.35,33.076
2026-04-04 14:00:00,8.886,3.306,4.07,1.0,4.07,32.044,33.076
2026-04-04 15:00:00,8.799,3.273,4.03,1.0,4.03,45.066,33.076
2026-04-04 16:00:00,9.192,3.419,4.21,1.0,4.21,61.722,33.076
2026-04-04 17:00:00,9.41,3.501,4.31,1.0,4.31,88.828,33.076
2026-04-04 18:00:00,9.738,3.623,4.46,1.0,4.46,111.122,33.076
2026-04-04 19:00:00,9.913,3.688,4.54,1.0,4.54,118.95,33.076
2026-04-04 20:00:00,10.044,3.736,4.6,1.0,4.6,106.915,33.076
2026-04-04 21:00:00,10.131,3.769,4.64,1.0,4.64,92.636,33.076
2026-04-04 22:00:00,9.345,3.476,4.28,1.0,4.28,86.799,33.076
2026-04-04 23:00:00,7.533,2.802,3.45,1.0,3.45,78.22,33.076
2026-04-05 00:00:00,7.205,2.68,3.3,1.0,3.3,73.062,33.076
2026-04-05 01:00:00,7.511,2.794,3.44,1.0,3.44,66.43,33.076
2026-04-05 02:00:00,7.664,2.851,3.51,1.0,3.51,64.523,33.076
2026-04-05 03:00:00,7.882,2.932,3.61,1.0,3.61,62.165,33.076
2026-04-05 04:00:00,8.734,3.249,4.0,1.0,4.0,62.203,33.076
2026-04-05 05:00:00,9.52,3.541,4.36,1.0,4.36,64.029,33.076
2026-04-05 06:00:00,9.279,3.452,4.25,1.0,4.25,65.217,33.022
2026-04-05 07:00:00,9.127,3.395,4.18,1.0,4.18,67.393,33.022
2026-04-05 08:00:00,9.192,3.419,4.21,1.0,4.21,64.428,33.022
2026-04-05 09:00:00,9.476,3.525,4.34,1.0,4.34,54.401,33.022
2026-04-05 10:00:00,9.214,3.428,4.22,1.0,4.22,40.898,33.022
2026-04-05 11:00:00,9.258,3.444,4.24,1.0,4.24,31.699,33.022
2026-04-05 12:00:00,9.061,3.371,4.15,1.0,4.15,24.104,33.022
2026-04-05 13:00:00,8.886,3.306,4.07,1.0,4.07,16.342,33.022
2026-04-05 14:00:00,8.865,3.298,4.06,1.0,4.06,16.889,33.022
2026-04-05 15:00:00,8.755,3.257,4.01,1.0,4.01,28.174,33.022
2026-04-05 16:00:00,9.192,3.419,4.21,1.0,4.21,50.806,33.022
2026-04-05 17:00:00,9.389,3.493,4.3,1.0,4.3,81.476,33.022
2026-04-05 18:00:00,9.585,3.566,4.39,1.0,4.39,105.946,33.022
2026-04-05 19:00:00,9.956,3.704,4.56,1.0,4.56,116.598,33.022
2026-04-05 20:00:00,10.24,3.809,4.69,1.0,4.69,109.451,33.022
2026-04-05 21:00:00,10.066,3.744,4.61,1.0,4.61,98.685,33.022
2026-04-05 22:00:00,9.039,3.363,4.14,1.0,4.14,91.798,33.022
2026-04-05 23:00:00,7.249,2.697,3.32,1.0,3.32,83.716,33.022
2026-04-06 00:00:00,6.943,2.583,3.18,1.0,3.18,73.013,33.022
2026-04-06 01:00:00,7.205,2.68,3.3,1.0,3.3,66.381,33.022
2026-04-06 02:00:00,7.424,2.762,3.4,1.0,3.4,64.474,33.022
2026-04-06 03:00:00,7.817,2.908,3.58,1.0,3.58,62.116,33.022
2026-04-06 04:00:00,8.581,3.192,3.93,1.0,3.93,62.154,33.022
2026-04-06 05:00:00,9.432,3.509,4.32,1.0,4.32,63.98,33.022
2026-04-06 06:00:00,9.563,3.558,4.38,1.0,4.38,65.168,32.969
2026-04-06 07:00:00,9.52,3.541,4.36,1.0,4.36,67.344,32.969
2026-04-06 08:00:00,9.039,3.363,4.14,1.0,4.14,49.521,32.969
2026-04-06 09:00:00,8.952,3.33,4.1,1.0,4.1,41.907,32.969
2026-04-06 10:00:00,8.297,3.086,3.8,1.0,3.8,31.652,32.969
2026-04-06 11:00:00,8.231,3.062,3.77,1.0,3.77,24.667,32.969
2026-04-06 12:00:00,8.013,2.981,3.67,1.0,3.67,18.898,32.969
2026-04-06 13:00:00,7.991,2.973,3.66,1.0,3.66,13.004,32.969
2026-04-06 14:00:00,7.795,2.9,3.57,1.0,3.57,13.418,32.969
2026-04-06 15:00:00,7.62,2.835,3.49,1.0,3.49,21.987,32.969
2026-04-06 16:00:00,7.642,2.843,3.5,1.0,3.5,39.172,32.969
2026-04-06 17:00:00,8.21,3.054,3.76,1.0,3.76,62.461,32.969
2026-04-06 18:00:00,8.712,3.241,3.99,1.0,3.99,81.042,32.969
2026-04-06 19:00:00,9.236,3.436,4.23,1.0,4.23,89.13,32.969
2026-04-06 20:00:00,9.651,3.59,4.42,1.0,4.42,109.4,32.969
2026-04-06 21:00:00,9.541,3.549,4.37,1.0,4.37,98.634,32.969
2026-04-06 22:00:00,8.559,3.184,3.92,1.0,3.92,91.746,32.969
2026-04-06 23:00:00,6.769,2.518,3.1,1.0,3.1,83.664,32.969
2026-04-07 00:00:00,6.419,2.388,2.94,1.0,2.94,88.22,32.969
2026-04-07 01:00:00,6.594,2.453,3.02,1.0,3.02,83.553,32.969
2026-04-07 02:00:00,6.79,2.526,3.11,1.0,3.11,81.919,32.969
2026-04-07 03:00:00,7.271,2.705,3.33,1.0,3.33,80.799,32.969
2026-04-07 04:00:00,8.253,3.07,3.78,1.0,3.78,82.34,32.969
2026-04-07 05:00:00,9.345,3.476,4.28,1.0,4.28,90.378,32.969
2026-04-07 06:00:00,9.607,3.574,4.4,1.0,4.4,115.594,33.168
2026-04-07 07:00:00,9.76,3.631,4.47,1.0,4.47,135.938,33.168
2026-04-07 08:00:00,9.127,3.395,4.18,1.0,4.18,97.686,33.168
2026-04-07 09:00:00,8.537,3.176,3.91,1.0,3.91,79.925,33.168
2026-04-07 10:00:00,7.904,2.94,3.62,1.0,3.62,66.045,33.168
2026-04-07 11:00:00,7.664,2.851,3.51,1.0,3.51,57.583,33.168
2026-04-07 12:00:00,7.467,2.778,3.42,1.0,3.42,49.801,33.168
2026-04-07 13:00:00,7.467,2.778,3.42,1.0,3.42,45.02,33.168
2026-04-07 14:00:00,7.314,2.721,3.35,1.0,3.35,46.128,33.168
2026-04-07 15:00:00,7.336,2.729,3.36,1.0,3.36,51.249,33.168
2026-04-07 16:00:00,7.555,2.81,3.46,1.0,3.46,60.604,33.168
2026-04-07 17:00:00,8.122,3.021,3.72,1.0,3.72,76.269,33.168
2026-04-07 18:00:00,8.821,3.281,4.04,1.0,4.04,93.972,33.168
2026-04-07 19:00:00,9.192,3.419,4.21,1.0,4.21,117.967,33.168
2026-04-07 20:00:00,9.41,3.501,4.31,1.0,4.31,142.84,33.168
2026-04-07 21:00:00,9.301,3.46,4.26,1.0,4.26,117.457,33.168
2026-04-07 22:00:00,8.493,3.16,3.89,1.0,3.89,104.324,33.168
2026-04-07 23:00:00,6.769,2.518,3.1,1.0,3.1,93.173,33.168
2026-04-08 00:00:00,6.441,2.396,2.95,1.0,2.95,88.163,33.168
2026-04-08 01:00:00,6.441,2.396,2.95,1.0,2.95,83.496,33.168
2026-04-08 02:00:00,6.725,2.502,3.08,1.0,3.08,81.862,33.168
2026-04-08 03:00:00,7.14,2.656,3.27,1.0,3.27,80.741,33.168
2026-04-08 04:00:00,8.013,2.981,3.67,1.0,3.67,82.282,33.168
2026-04-08 05:00:00,9.039,3.363,4.14,1.0,4.14,90.32,33.168
2026-04-08 06:00:00,9.301,3.46,4.26,1.0,4.26,115.536,33.117
2026-04-08 07:00:00,9.432,3.509,4.32,1.0,4.32,135.88,33.117
2026-04-08 08:00:00,8.908,3.314,4.08,1.0,4.08,97.627,33.117
2026-04-08 09:00:00,8.253,3.07,3.78,1.0,3.78,79.866,33.117
2026-04-08 10:00:00,7.664,2.851,3.51,1.0,3.51,65.986,33.117
2026-04-08 11:00:00,7.424,2.762,3.4,1.0,3.4,57.524,33.117
2026-04-08 12:00:00,7.183,2.672,3.29,1.0,3.29,49.741,33.117
2026-04-08 13:00:00,7.402,2.753,3.39,1.0,3.39,44.96,33.117
2026-04-08 14:00:00,7.271,2.705,3.33,1.0,3.33,46.068,33.117
2026-04-08 15:00:00,7.489,2.786,3.43,1.0,3.43,51.188,33.117
2026-04-08 16:00:00,7.642,2.843,3.5,1.0,3.5,60.543,33.117
2026-04-08 17:00:00,8.1,3.013,3.71,1.0,3.71,76.208,33.117
2026-04-08 18:00:00,8.646,3.216,3.96,1.0,3.96,93.911,33.117
2026-04-08 19:00:00,9.061,3.371,4.15,1.0,4.15,117.906,33.117
2026-04-08 20:00:00,9.236,3.436,4.23,1.0,4.23,142.778,33.117
2026-04-08 21:00:00,9.017,3.354,4.13,1.0,4.13,117.395,33.117
2026-04-08 22:00:00,8.297,3.086,3.8,1.0,3.8,104.262,33.117
2026-04-08 23:00:00,6.703,2.494,3.07,1.0,3.07,93.111,33.117
2026-04-09 00:00:00,6.376,2.372,2.92,1.0,2.92,88.101,33.117
2026-04-09 01:00:00,6.594,2.453,3.02,1.0,3.02,83.433,33.117
2026-04-09 02:00:00,6.878,2.559,3.15,1.0,3.15,81.799,33.117
2026-04-09 03:00:00,7.336,2.729,3.36,1.0,3.36,80.678,33.117
2026-04-09 04:00:00,8.253,3.07,3.78,1.0,3.78,82.218,33.117
2026-04-09 05:00:00,9.214,3.428,4.22,1.0,4.22,90.256,33.117
2026-04-09 06:00:00,9.651,3.59,4.42,1.0,4.42,115.472,33.067
2026-04-09 07:00:00,9.694,3.606,4.44,1.0,4.44,135.815,33.067
2026-04-09 08:00:00,8.821,3.281,4.04,1.0,4.04,97.562,33.067
2026-04-09 09:00:00,8.1,3.013,3.71,1.0,3.71,79.801,33.067
2026-04-09 10:00:00,7.533,2.802,3.45,1.0,3.45,65.92,33.067
2026-04-09 11:00:00,6.943,2.583,3.18,1.0,3.18,57.458,33.067
2026-04-09 12:00:00,6.747,2.51,3.09,1.0,3.09,49.675,33.067
2026-04-09 13:00:00,7.009,2.607,3.21,1.0,3.21,44.893,33.067
2026-04-09 14:00:00,6.921,2.575,3.17,1.0,3.17,46.001,33.067
2026-04-09 15:00:00,7.009,2.607,3.21,1.0,3.21,51.121,33.067
2026-04-09 16:00:00,7.314,2.721,3.35,1.0,3.35,60.475,33.067
2026-04-09 17:00:00,7.838,2.916,3.59,1.0,3.59,76.14,33.067
2026-04-09 18:00:00,8.537,3.176,3.91,1.0,3.91,93.842,33.067
2026-04-09 19:00:00,9.039,3.363,4.14,1.0,4.14,117.837,33.067
2026-04-09 20:00:00,9.301,3.46,4.26,1.0,4.26,142.709,33.067
2026-04-09 21:00:00,9.105,3.387,4.17,1.0,4.17,117.326,33.067
2026-04-09 22:00:00,8.275,3.078,3.79,1.0,3.79,104.192,33.067
2026-04-09 23:00:00,6.594,2.453,3.02,1.0,3.02,93.041,33.067
2026-04-10 00:00:00,6.332,2.355,2.9,1.0,2.9,84.95,33.067
2026-04-10 01:00:00,6.528,2.429,2.99,1.0,2.99,79.033,33.067
2026-04-10 02:00:00,6.703,2.494,3.07,1.0,3.07,76.653,33.067
2026-04-10 03:00:00,7.227,2.688,3.31,1.0,3.31,75.699,33.067
2026-04-10 04:00:00,8.188,3.046,3.75,1.0,3.75,76.996,33.067
2026-04-10 05:00:00,9.214,3.428,4.22,1.0,4.22,84.269,33.067
2026-04-10 06:00:00,9.52,3.541,4.36,1.0,4.36,103.93,32.92
2026-04-10 07:00:00,9.651,3.59,4.42,1.0,4.42,119.279,32.92
2026-04-10 08:00:00,8.974,3.338,4.11,1.0,4.11,88.869,32.92
2026-04-10 09:00:00,8.253,3.07,3.78,1.0,3.78,76.354,32.92
2026-04-10 10:00:00,7.664,2.851,3.51,1.0,3.51,63.322,32.92
2026-04-10 11:00:00,7.358,2.737,3.37,1.0,3.37,53.628,32.92
2026-04-10 12:00:00,7.358,2.737,3.37,1.0,3.37,45.718,32.92
2026-04-10 13:00:00,7.227,2.688,3.31,1.0,3.31,40.918,32.92
2026-04-10 14:00:00,7.118,2.648,3.26,1.0,3.26,40.152,32.92
2026-04-10 15:00:00,7.227,2.688,3.31,1.0,3.31,44.155,32.92
2026-04-10 16:00:00,7.511,2.794,3.44,1.0,3.44,50.994,32.92
2026-04-10 17:00:00,7.926,2.948,3.63,1.0,3.63,67.187,32.92
2026-04-10 18:00:00,8.712,3.241,3.99,1.0,3.99,82.773,32.92
2026-04-10 19:00:00,9.192,3.419,4.21,1.0,4.21,96.647,32.92
2026-04-10 20:00:00,9.323,3.468,4.27,1.0,4.27,120.648,32.92
2026-04-10 21:00:00,9.105,3.387,4.17,1.0,4.17,100.602,32.92
