datetime,chp_gas_in,chp_el_out,chp_heat_out,chp_status,boiler_gas_in,boiler_heat_out,heat_demand
2026-04-01 00:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.6786507177033494,2.239352,3.41
2026-04-01 01:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.798267942583731,2.339351999999999,3.51
2026-04-01 02:00:00,2.556,0.950832,1.1706480000000001,1.0,2.9298468899521533,2.449352,3.62
2026-04-01 03:00:00,2.556,0.950832,1.1706480000000001,1.0,3.1690813397129185,2.649352,3.82
2026-04-01 04:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,3.6953971291866026,3.0893519999999994,4.26
2026-04-01 05:00:00,2.556,0.950832,1.1706480000000001,1.0,4.245636363636363,3.5493519999999994,4.72
2026-04-01 06:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,4.4131004784689,3.6893520000000004,4.86
2026-04-01 07:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.568602870813398,3.8193520000000003,4.99
2026-04-01 08:00:00,2.556,0.950832,1.1706480000000001,1.0,4.377215311004785,3.659352,4.83
2026-04-01 09:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.042287081339713,3.3793519999999995,4.55
2026-04-01 10:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.826976076555024,3.1993519999999998,4.37
2026-04-01 11:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.755205741626794,3.1393519999999997,4.31
2026-04-01 12:00:00,2.556,0.950832,1.1706480000000001,1.0,3.7073588516746403,3.099351999999999,4.27
2026-04-01 13:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.791090909090909,3.1693519999999995,4.34
2026-04-01 14:00:00,2.556,0.950832,1.1706480000000001,1.0,3.7671674641148334,3.1493520000000004,4.32
2026-04-01 15:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.8628612440191388,3.229352,4.4
2026-04-01 16:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.970516746411483,3.3193519999999994,4.49
2026-04-01 17:00:00,2.556,0.950832,1.1706480000000001,1.0,4.137980861244019,3.4593519999999995,4.63
2026-04-01 18:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.3652535885167465,3.649352,4.82
2026-04-01 19:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.532717703349282,3.7893519999999996,4.96
2026-04-01 20:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.61644976076555,3.859352,5.03
2026-04-01 21:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.5087942583732055,3.7693519999999996,4.94
2026-04-01 22:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.970516746411483,3.3193519999999994,4.49
2026-04-01 23:00:00,2.556,0.950832,1.1706480000000001,1.0,2.941808612440191,2.4593519999999995,3.63
2026-04-02 00:00:00,2.556,0.950832,1.1706480000000001,1.0,2.7743444976076557,2.319352,3.49
2026-04-02 01:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.8461148325358847,2.3793519999999995,3.55
2026-04-02 02:00:00,2.556,0.950832,1.1706480000000001,1.0,2.965732057416268,2.479352,3.65
2026-04-02 03:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.216928229665071,2.6893519999999995,3.86
2026-04-02 04:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.71932057416268,3.1093520000000003,4.28
2026-04-02 05:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.2575980861244025,3.5593520000000005,4.73
2026-04-02 06:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,4.4131004784689,3.6893520000000004,4.86
2026-04-02 07:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.4729090909090905,3.7393519999999993,4.91
2026-04-02 08:00:00,2.556,0.950832,1.1706480000000001,1.0,4.245636363636363,3.5493519999999994,4.72
2026-04-02 09:00:00,2.556,0.950832,1.1706480000000001,1.0,3.9107081339712924,3.2693520000000005,4.44
2026-04-02 10:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5518564593301436,2.9693519999999998,4.14
2026-04-02 11:00:00,2.556,0.950832,1.1706480000000001,1.0,3.3485071770334933,2.7993520000000003,3.97
2026-04-02 12:00:00,2.556,0.950832,1.1706480000000001,1.0,3.3126220095693784,2.769352,3.94
2026-04-02 13:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.360468899521531,2.8093519999999996,3.98
2026-04-02 14:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.252813397129186,2.7193519999999993,3.89
2026-04-02 15:00:00,2.556,0.950832,1.1706480000000001,1.0,3.3724306220095697,2.8193520000000003,3.99
2026-04-02 16:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.50400956937799,2.9293519999999997,4.1
2026-04-02 17:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,3.6953971291866026,3.0893519999999994,4.26
2026-04-02 18:00:00,2.556,0.950832,1.1706480000000001,1.0,3.9824784688995223,3.3293520000000005,4.5
2026-04-02 19:00:00,2.556,0.950832,1.1706480000000001,1.0,4.173866028708134,3.489352,4.66
2026-04-02 20:00:00,2.556,0.950832,1.1706480000000001,1.0,4.233674641148325,3.5393519999999996,4.71
2026-04-02 21:00:00,2.556,0.950832,1.1706480000000001,1.0,4.161904306220096,3.4793520000000004,4.65
2026-04-02 22:00:00,2.556,0.950832,1.1706480000000001,1.0,3.7312822966507184,3.1193520000000006,4.29
2026-04-02 23:00:00,2.556,0.950832,1.1706480000000001,1.0,2.7743444976076557,2.319352,3.49
2026-04-03 00:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.618842105263157,2.1893519999999995,3.36
2026-04-03 01:00:00,2.556,0.950832,1.1706480000000001,1.0,2.7743444976076557,2.319352,3.49
2026-04-03 02:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.8819999999999997,2.4093519999999997,3.58
2026-04-03 03:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,3.121234449760766,2.609352,3.78
2026-04-03 04:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5877416267942586,2.999352,4.17
2026-04-03 05:00:00,2.556,0.950832,1.1706480000000001,1.0,4.06621052631579,3.3993520000000004,4.57
2026-04-03 06:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.149942583732057,3.4693519999999993,4.64
2026-04-03 07:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.149942583732057,3.4693519999999993,4.64
2026-04-03 08:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.970516746411483,3.3193519999999994,4.49
2026-04-03 09:00:00,2.556,0.950832,1.1706480000000001,1.0,3.886784688995215,3.2493519999999996,4.42
2026-04-03 10:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.611665071770335,3.019352,4.19
2026-04-03 11:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6355885167464113,3.0393519999999996,4.21
2026-04-03 12:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5279330143540673,2.949352,4.12
2026-04-03 13:00:00,0.0,0.0,0.0,0.0,4.880382775119618,4.080000000000001,4.08
2026-04-03 14:00:00,0.0,0.0,0.0,0.0,4.856459330143541,4.0600000000000005,4.06
2026-04-03 15:00:00,2.556,0.950832,1.1706480000000001,1.0,3.3724306220095697,2.8193520000000003,3.99
2026-04-03 16:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5279330143540673,2.949352,4.12
2026-04-03 17:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.755205741626794,3.1393519999999997,4.31
2026-04-03 18:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.934631578947368,3.289351999999999,4.46
2026-04-03 19:00:00,2.556,0.950832,1.1706480000000001,1.0,4.245636363636363,3.5493519999999994,4.72
2026-04-03 20:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.5087942583732055,3.7693519999999996,4.94
2026-04-03 21:00:00,2.556,0.950832,1.1706480000000001,1.0,4.353291866028708,3.6393519999999997,4.81
2026-04-03 22:00:00,2.556,0.950832,1.1706480000000001,1.0,3.7671674641148334,3.1493520000000004,4.32
2026-04-03 23:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.8461148325358847,2.3793519999999995,3.55
2026-04-04 00:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.7863062200956934,2.3293519999999996,3.5
2026-04-04 01:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.8819999999999997,2.4093519999999997,3.58
2026-04-04 02:00:00,2.556,0.950832,1.1706480000000001,1.0,3.0494641148325368,2.5493520000000007,3.72
2026-04-04 03:00:00,2.556,0.950832,1.1706480000000001,1.0,3.1690813397129185,2.649352,3.82
2026-04-04 04:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6714736842105262,3.069352,4.24
2026-04-04 05:00:00,2.556,0.950832,1.1706480000000001,1.0,4.137980861244019,3.4593519999999995,4.63
2026-04-04 06:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.114057416267943,3.439352,4.61
2026-04-04 07:00:00,2.556,0.950832,1.1706480000000001,1.0,4.102095693779904,3.4293519999999997,4.6
2026-04-04 08:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.970516746411483,3.3193519999999994,4.49
2026-04-04 09:00:00,2.556,0.950832,1.1706480000000001,1.0,3.8508995215311,3.2193519999999998,4.39
2026-04-04 10:00:00,2.556,0.950832,1.1706480000000001,1.0,3.743244019138756,3.129352,4.3
2026-04-04 11:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6355885167464113,3.0393519999999996,4.21
2026-04-04 12:00:00,2.556,0.950832,1.1706480000000001,1.0,3.563818181818182,2.979352,4.15
2026-04-04 13:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5997033492822963,3.0093519999999994,4.18
2026-04-04 14:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.468124401913876,2.8993520000000004,4.07
2026-04-04 15:00:00,2.556,0.950832,1.1706480000000001,1.0,3.4202775119617224,2.859352,4.03
2026-04-04 16:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6355885167464113,3.0393519999999996,4.21
2026-04-04 17:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.755205741626794,3.1393519999999997,4.31
2026-04-04 18:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.934631578947368,3.289351999999999,4.46
2026-04-04 19:00:00,2.556,0.950832,1.1706480000000001,1.0,4.030325358851675,3.369352,4.54
2026-04-04 20:00:00,2.556,0.950832,1.1706480000000001,1.0,4.102095693779904,3.4293519999999997,4.6
2026-04-04 21:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.149942583732057,3.4693519999999993,4.64
2026-04-04 22:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.71932057416268,3.1093520000000003,4.28
2026-04-04 23:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.726497607655502,2.279352,3.45
2026-04-05 00:00:00,2.556,0.950832,1.1706480000000001,1.0,2.547071770334928,2.129352,3.3
2026-04-05 01:00:00,2.556,0.950832,1.1706480000000001,1.0,2.7145358851674644,2.269352,3.44
2026-04-05 02:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.798267942583731,2.339351999999999,3.51
2026-04-05 03:00:00,2.556,0.950832,1.1706480000000001,1.0,2.9178851674641146,2.4393519999999995,3.61
2026-04-05 04:00:00,2.556,0.950832,1.1706480000000001,1.0,3.3843923444976074,2.8293519999999996,4.0
2026-04-05 05:00:00,2.556,0.950832,1.1706480000000001,1.0,3.815014354066986,3.1893520000000004,4.36
2026-04-05 06:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.683435406698564,3.079351999999999,4.25
2026-04-05 07:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5997033492822963,3.0093519999999994,4.18
2026-04-05 08:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6355885167464113,3.0393519999999996,4.21
2026-04-05 09:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.791090909090909,3.1693519999999995,4.34
2026-04-05 10:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.647550239234449,3.0493519999999994,4.22
2026-04-05 11:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6714736842105262,3.069352,4.24
2026-04-05 12:00:00,2.556,0.950832,1.1706480000000001,1.0,3.563818181818182,2.979352,4.15
2026-04-05 13:00:00,0.0,0.0,0.0,0.0,4.86842105263158,4.07,4.07
2026-04-05 14:00:00,2.556,0.950832,1.1706480000000001,1.0,3.4561626794258373,2.8893519999999997,4.06
2026-04-05 15:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.396354066985645,2.839351999999999,4.01
2026-04-05 16:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6355885167464113,3.0393519999999996,4.21
2026-04-05 17:00:00,2.556,0.950832,1.1706480000000001,1.0,3.743244019138756,3.129352,4.3
2026-04-05 18:00:00,2.556,0.950832,1.1706480000000001,1.0,3.8508995215311,3.2193519999999998,4.39
2026-04-05 19:00:00,2.556,0.950832,1.1706480000000001,1.0,4.054248803827751,3.389352,4.56
2026-04-05 20:00:00,2.556,0.950832,1.1706480000000001,1.0,4.209751196172249,3.519352,4.69
2026-04-05 21:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,4.114057416267943,3.439352,4.61
2026-04-05 22:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5518564593301436,2.9693519999999998,4.14
2026-04-05 23:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.5709952153110045,2.1493519999999995,3.32
2026-04-06 00:00:00,2.556,0.950832,1.1706480000000001,1.0,2.403531100478469,2.0093520000000002,3.18
2026-04-06 01:00:00,2.556,0.950832,1.1706480000000001,1.0,2.547071770334928,2.129352,3.3
2026-04-06 02:00:00,2.556,0.950832,1.1706480000000001,1.0,2.6666889952153108,2.2293519999999996,3.4
2026-04-06 03:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.8819999999999997,2.4093519999999997,3.58
2026-04-06 04:00:00,2.556,0.950832,1.1706480000000001,1.0,3.3006602870813406,2.7593520000000007,3.93
2026-04-06 05:00:00,2.556,0.950832,1.1706480000000001,1.0,3.7671674641148334,3.1493520000000004,4.32
2026-04-06 06:00:00,2.556,0.950832,1.1706480000000001,1.0,3.8389377990430624,3.209352,4.38
2026-04-06 07:00:00,2.556,0.950832,1.1706480000000001,1.0,3.815014354066986,3.1893520000000004,4.36
2026-04-06 08:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5518564593301436,2.9693519999999998,4.14
2026-04-06 09:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.50400956937799,2.9293519999999997,4.1
2026-04-06 10:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.1451578947368413,2.629351999999999,3.8
2026-04-06 11:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.109272727272727,2.5993519999999997,3.77
2026-04-06 12:00:00,2.556,0.950832,1.1706480000000001,1.0,2.9896555023923446,2.499352,3.67
2026-04-06 13:00:00,-8.881784197001252e-16,-3.304023721284466e-16,-4.0678571622265737e-16,0.0,4.3779904306220105,3.6600000000000006,3.66
2026-04-06 14:00:00,8.881784197001252e-16,3.304023721284466e-16,4.0678571622265737e-16,0.0,4.270334928229665,3.5699999999999994,3.57
2026-04-06 15:00:00,2.556,0.950832,1.1706480000000001,1.0,2.7743444976076557,2.319352,3.49
2026-04-06 16:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.7863062200956934,2.3293519999999996,3.5
2026-04-06 17:00:00,2.556,0.950832,1.1706480000000001,1.0,3.0973110047846886,2.5893519999999994,3.76
2026-04-06 18:00:00,2.556,0.950832,1.1706480000000001,1.0,3.3724306220095697,2.8193520000000003,3.99
2026-04-06 19:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6595119617224885,3.059352,4.23
2026-04-06 20:00:00,2.556,0.950832,1.1706480000000001,1.0,3.886784688995215,3.2493519999999996,4.42
2026-04-06 21:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.826976076555024,3.1993519999999998,4.37
2026-04-06 22:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.288698564593301,2.7493519999999996,3.92
2026-04-06 23:00:00,2.556,0.950832,1.1706480000000001,1.0,2.307837320574163,1.9293520000000002,3.1
2026-04-07 00:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,2.1164497607655504,1.769352,2.94
2026-04-07 01:00:00,2.556,0.950832,1.1706480000000001,1.0,2.2121435406698566,1.849352,3.02
2026-04-07 02:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.3197990430622006,1.9393519999999997,3.11
2026-04-07 03:00:00,2.556,0.950832,1.1706480000000001,1.0,2.582956937799043,2.159352,3.33
2026-04-07 04:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,3.121234449760766,2.609352,3.78
2026-04-07 05:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.71932057416268,3.1093520000000003,4.28
2026-04-07 06:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.8628612440191388,3.229352,4.4
2026-04-07 07:00:00,2.556,0.950832,1.1706480000000001,1.0,3.9465933014354064,3.299352,4.47
2026-04-07 08:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5997033492822963,3.0093519999999994,4.18
2026-04-07 09:00:00,2.556,0.950832,1.1706480000000001,1.0,3.2767368421052634,2.7393520000000002,3.91
2026-04-07 10:00:00,2.556,0.950832,1.1706480000000001,1.0,2.9298468899521533,2.449352,3.62
2026-04-07 11:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.798267942583731,2.339351999999999,3.51
2026-04-07 12:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.690612440191387,2.2493519999999996,3.42
2026-04-07 13:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.690612440191387,2.2493519999999996,3.42
2026-04-07 14:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.6068803827751195,2.1793519999999997,3.35
2026-04-07 15:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,2.618842105263157,2.1893519999999995,3.36
2026-04-07 16:00:00,2.556,0.950832,1.1706480000000001,1.0,2.7384593301435407,2.289352,3.46
2026-04-07 17:00:00,2.556,0.950832,1.1706480000000001,1.0,3.0494641148325368,2.5493520000000007,3.72
2026-04-07 18:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.432239234449761,2.869352,4.04
2026-04-07 19:00:00,2.556,0.950832,1.1706480000000001,1.0,3.6355885167464113,3.0393519999999996,4.21
2026-04-07 20:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.755205741626794,3.1393519999999997,4.31
2026-04-07 21:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,3.6953971291866026,3.0893519999999994,4.26
2026-04-07 22:00:00,2.556000000000001,0.9508320000000003,1.1706480000000006,1.0,3.252813397129186,2.7193519999999993,3.89
2026-04-07 23:00:00,2.556,0.950832,1.1706480000000001,1.0,2.307837320574163,1.9293520000000002,3.1
2026-04-08 00:00:00,2.556,0.950832,1.1706480000000001,1.0,2.128411483253589,1.7793520000000003,2.95
2026-04-08 01:00:00,2.556,0.950832,1.1706480000000001,1.0,2.128411483253589,1.7793520000000003,2.95
2026-04-08 02:00:00,2.556,0.950832,1.1706480000000001,1.0,2.2839138755980866,1.9093520000000004,3.08
2026-04-08 03:00:00,2.556,0.950832,1.1706480000000001,1.0,2.511186602870813,2.0993519999999997,3.27
2026-04-08 04:00:00,2.556,0.950832,1.1706480000000001,1.0,2.9896555023923446,2.499352,3.67
2026-04-08 05:00:00,2.556,0.950832,1.1706480000000001,1.0,3.5518564593301436,2.9693519999999998,4.14
2026-04-08 06:00:00,2.555999999999999,0.9508319999999997,1.1706479999999997,1.0,3.6953971291866026,3.0893519999999994,4.26
2026-04-08 07:00:00,2.556,0.950832,1.1706480000000001,1.0,3.7671674641148334,3.1493520000000004,4.32
2026-04-08 08:00:00,2.556,0.950832,1.1706480000000001,1.0,3.4800861244019146,2.9093520000000006,4.08
